,Precio,Precio,Precio,Precio
ADIAIAAI,,1207.1890491247568,,
ADIAIAAJ,,1115.9354328578963,,
ADIAIADA,,1038.3696425291384,,
ADIAIADD,,1164.8356206881758,,
ADIAIADI,,1060.0253927670028,,
ADIAIADJ,,1137.767814441995,,
ADIAIAIA,,978.4534230909737,,
ADIAIAID,,851.8149910623997,,
ADIAIAII,,1048.4980175040778,,
ADIAIAIJ,,1298.363301669703,,
ADIAIAJA,,1260.4526382930812,,
ADIAIAJD,,407.98436404729995,,
ADIAIAJI,,429.914764140772,,
ADIAIAJJ,,2461.30051251702,,
ADIAIDAA,,856.5941182806894,,
ADIAIDAD,,1105.2888490702226,,
ADIAIDAI,,1012.1616456845636,,
ADIAIDAJ,,963.314519783956,,
ADIAIDDA,,982.7932815372886,,
ADIAIDDD,,985.927934952224,,
ADIAIDDI,,1045.1653437015477,,
ADIAIDDJ,,1187.57377022347,,
ADIAIDIA,,839.2805239235939,,
ADIAIDID,,982.1618086114379,,
ADIAIDII,,890.4953980094676,,
ADIAIDIJ,,1284.1699026326116,,
ADIAIDJA,,1065.5318578169063,,
ADIAIDJD,,783.0743929700499,,
ADIAIDJI,,1081.804630137267,,
ADIAIDJJ,,1186.1159754875187,,
ADIAIIAA,,1056.80549014001,,
ADIAIIAD,,1443.7235348549855,,
ADIAIIAI,,980.1101762462638,,
ADIAIIAJ,,777.5976355908873,,
ADIAIIDA,,825.8028091219606,,
ADIAIIDD,,1114.2866270894954,,
ADIAIIDI,,962.9032908754247,,
ADIAIIDJ,,1015.900353297979,,
ADIAIIIA,,1095.6527306709763,,
ADIAIIID,,1140.7368979141338,,
ADIAIIII,,1127.7301839632573,,
ADIAIIIJ,,1840.467251456885,,
ADIAIIJA,,1184.645144757747,,
ADIAIIJD,,1222.662031496869,,
ADIAIIJI,,378.1192434969338,,
ADIAIJAA,,1128.234655300659,,
ADIAIJAD,,515.8991149725866,,
ADIAIJAI,,1252.598036505536,,
ADIAIJAJ,,890.596769830959,,
ADIAIJDA,,1211.7260486442908,,
ADIAIJDD,,992.953766227442,,
ADIAIJDI,,1021.8124042130039,,
ADIAIJDJ,,2324.811135423375,,
ADIAIJIA,,920.4930062989107,,
ADIAIJID,,998.4281100030548,,
ADIAIJII,,1003.2219012840491,,
ADIAIJJA,,1037.492125369001,,
ADIAIJJD,,1333.608871288385,,
ADIAIJJI,,1094.4472404011563,,
ADIAIJJJ,,518.733554695354,,
ADIAJAAA,,1134.0178753986727,,
ADIAJAAD,,1160.3595826896455,,
ADIAJAAI,,771.004665829191,,
ADIAJAAJ,,1326.1993265755289,,
ADIAJADA,,1023.399270572133,,
ADIAJADD,,1187.5956535807045,,
ADIAJADI,,1037.7760959168802,,
ADIAJADJ,,1684.35092333494,,
ADIAJAIA,,1097.822358751942,,
ADIAJAID,,765.4330067748876,,
ADIAJAII,,1219.5176148211692,,
ADIAJAIJ,,1010.7998498777199,,
ADIAJAJA,,1500.2774752437333,,
ADIAJAJD,,1026.773594186706,,
ADIAJDAA,,1113.6068745511616,,
ADIAJDAD,316.870621500017,787.0116747663294,,
ADIAJDAI,,873.8022074316856,,
ADIAJDAJ,,714.3093667648354,,
ADIAJDDA,,949.4717789194118,,
ADIAJDDD,,1075.258234341259,,
ADIAJDDI,,925.1936292060333,,
ADIAJDDJ,,1091.3523221896883,,
ADIAJDIA,,1067.0683501857566,,
ADIAJDID,,773.782267289335,,
ADIAJDII,,1017.6212948063276,,
ADIAJDIJ,,1073.9988075278136,,
ADIAJDJA,1360.0226575718598,977.9878306461384,,
ADIAJDJD,,1014.6343803738635,,
ADIAJDJI,1305.10789525939,821.730678298417,,
ADIAJDJJ,,1363.61418118011,,
ADIAJIAA,,779.6117891276639,,
ADIAJIAD,,586.6992486424017,,
ADIAJIAI,,655.8894463855718,,
ADIAJIAJ,,1086.9476463086648,,
ADIAJIDA,,1090.2529602606587,,
ADIAJIDD,,1160.0929145372081,,
ADIAJIDI,,1371.4603820486532,,
ADIAJIDJ,,512.967342088275,,
ADIAJIIA,,616.0145686946324,,
ADIAJIID,,1125.697199430721,,
ADIAJIII,,1605.3340542224712,,
ADIAJIIJ,,1174.9694133832709,,
ADIAJIJA,,1019.3626745067097,,
ADIAJIJD,,1320.0078898559789,,
ADIAJJAA,,636.223904535793,,
ADIAJJAD,,818.348431569743,,
ADIAJJAJ,,712.5085240848689,,
ADIAJJDA,,1225.4999318978698,,
ADIAJJDD,,235.772684592109,,
ADIAJJDI,,422.46263619187596,,
ADIAJJIA,,1260.8626122335538,,
ADIAJJID,,913.2580788586034,,
ADIAJJII,,1188.637268762421,,
ADIAJJJA,,148.88004457031602,,
ADIDAAAA,,1112.5137999057013,,
ADIDAAAD,,1085.9499279937327,,
ADIDAAAI,1822.9459512468698,1147.788604739954,,
ADIDAAAJ,,985.0674725584701,,
ADIDAADA,,990.94350736705,,
ADIDAADD,,887.0042476449138,,
ADIDAADI,,1017.689450432442,,
ADIDAADJ,,1027.7518119986826,,
ADIDAAIA,,821.4700795588376,,
ADIDAAID,,859.0375785009826,,
ADIDAAII,-192.536737586865,879.667152730777,,
ADIDAAIJ,,1329.78478224113,,
ADIDAAJA,,883.9905856727809,,
ADIDAAJD,,789.8412544373411,,
ADIDAAJI,,931.2197419250074,,
ADIDADAA,,868.5443205843754,,
ADIDADAD,,878.0242504044543,,
ADIDADAI,,968.9362256865057,,
ADIDADAJ,,966.8861487573023,,
ADIDADDA,,656.4734406603602,,
ADIDADDD,,1104.6768444906374,,
ADIDADDI,,1021.2476806719168,,
ADIDADDJ,,1185.3294198466217,,
ADIDADIA,,1033.5987457993767,,
ADIDADID,,1022.6071322981775,,
ADIDADII,,737.9763236170929,,
ADIDADIJ,,708.9583124513223,,
ADIDADJA,,961.2531581475953,,
ADIDADJD,,973.8963371356048,,
ADIDADJI,,885.8298316800091,,
ADIDAIAA,,1115.5513484237401,,
ADIDAIAD,,856.4015195869972,,
ADIDAIAI,,992.7767727896688,,
ADIDAIAJ,,1578.9798517096813,,
ADIDAIDA,,975.979084974347,,
ADIDAIDD,,1168.292371521058,,
ADIDAIDI,,1169.0601270553273,,
ADIDAIDJ,,1171.2536868820284,,
ADIDAIIA,,912.8111079939192,,
ADIDAIID,,1044.1390448461007,,
ADIDAIII,,1169.377156172525,,
ADIDAIIJ,,799.5923775405571,,
ADIDAIJA,,916.101179447016,,
ADIDAIJD,,984.5988949266897,,
ADIDAIJI,,1584.096597019955,,
ADIDAIJJ,,1010.8675660954871,,
ADIDAJAA,,981.3550720858656,,
ADIDAJAD,,349.1298611949927,,
ADIDAJAI,,799.9234216233683,,
ADIDAJAJ,,1078.470446620018,,
ADIDAJDA,,858.4960507929812,,
ADIDAJDD,,854.002206870739,,
ADIDAJDI,,663.8400349522991,,
ADIDAJDJ,,518.135180927581,,
ADIDAJIA,,1439.034434393116,,
ADIDAJID,,545.9937736697435,,
ADIDAJII,,1240.8250405794217,,
ADIDAJIJ,,978.7590464583294,,
ADIDAJJA,,533.949280479799,,
ADIDAJJD,,1024.423028493677,,
ADIDAJJJ,,492.592013397071,,
ADIDDAAA,,1156.5368252431174,,
ADIDDAAD,,789.103903921746,,
ADIDDAAI,,1010.6911648580349,,
ADIDDAAJ,,618.2277209761551,,
ADIDDADA,,974.1847020737633,,
ADIDDADD,,1077.7934723819217,,
ADIDDADI,,1026.5601710597414,,
ADIDDADJ,,889.7535150711524,,
ADIDDAIA,,1125.0200075497928,,
ADIDDAID,,1359.5796919573045,,
ADIDDAII,,721.7215083416385,,
ADIDDAIJ,,1234.2075840935313,,
ADIDDAJA,,952.6108871215723,,
ADIDDAJD,,1287.3220992379477,,
ADIDDAJI,,382.4477643344311,,
ADIDDAJJ,,1466.1944703842948,,
ADIDDDAA,396.660528919468,1118.5599727704312,,
ADIDDDAD,,911.0805874856264,,
ADIDDDAI,,815.7334311785874,,
ADIDDDAJ,,1011.7014472230347,,
ADIDDDDA,,657.6057649672128,,
ADIDDDDD,,782.4924338429203,,
ADIDDDDI,,1103.1777117584602,,
ADIDDDDJ,,623.0669769709324,,
ADIDDDIA,,1090.524237160317,,
ADIDDDID,,1066.4509935628155,,
ADIDDDII,,954.0557355456141,,
ADIDDDIJ,,1377.5675163860033,,
ADIDDDJA,,1227.260360825397,,
ADIDDDJD,,1148.691257267607,,
ADIDDDJI,,1066.9813593207277,,
ADIDDDJJ,,678.918770424435,,
ADIDDIAA,,856.1673148583938,,
ADIDDIAD,589.243657378446,1048.4048080883053,,
ADIDDIAI,,1026.8591824520147,,
ADIDDIAJ,,738.3788334448096,,
ADIDDIDA,,847.4938439264677,,
ADIDDIDD,,1054.9148829425715,,
ADIDDIDI,,946.4806048496606,,
ADIDDIDJ,,975.8540283615293,,
ADIDDIIA,,997.644427789171,,
ADIDDIID,,1235.7601447431546,,
ADIDDIII,,946.0531805526034,,
ADIDDIIJ,,841.1817086551719,,
ADIDDIJA,,863.7755952275759,,
ADIDDIJD,,1128.4837845738778,,
ADIDDIJI,,648.5151154532334,,
ADIDDIJJ,,1827.57057865597,,
ADIDDJAA,,596.5596161684304,,
ADIDDJAD,,1355.7656691906298,,
ADIDDJAI,,1002.5704669435918,,
ADIDDJAJ,,898.641824742539,,
ADIDDJDA,,1274.8172253676723,,
ADIDDJDD,,995.5550266655615,,
ADIDDJDI,,1206.4154695685563,,
ADIDDJDJ,,470.56540896611705,,
ADIDDJIA,,1147.4300920962742,,
ADIDDJII,,1079.5846371911052,,
ADIDDJIJ,,815.43889827017,,
ADIDDJJD,,1136.8629563093,,
ADIDDJJI,,1293.0443744912584,,
ADIDDJJJ,,493.173985699272,,
ADIDIAAA,,756.1492298966382,,
ADIDIAAD,,1050.9022715270553,,
ADIDIAAI,,803.8531885378009,,
ADIDIAAJ,,733.2810770094793,,
ADIDIADA,,1042.7919715466526,,
ADIDIADD,,695.1330943614016,,
ADIDIADI,,836.402700711225,,
ADIDIADJ,,1068.3184938597874,,
ADIDIAIA,,1207.018861990085,,
ADIDIAID,,907.9054564923395,,
ADIDIAII,,1019.5949839349379,,
ADIDIAIJ,,1752.4309582156202,,
ADIDIAJA,,955.6448196769913,,
ADIDIAJD,,1231.355444818925,,
ADIDIAJJ,,-820.867099492952,,
ADIDIDAA,,940.2994954268031,,
ADIDIDAD,,1051.8488262275496,,
ADIDIDAI,,972.5600117111114,,
ADIDIDAJ,,826.4080507787613,,
ADIDIDDA,,939.6351530049192,,
ADIDIDDD,,864.9974357821656,,
ADIDIDDI,,786.4796433895102,,
ADIDIDDJ,,1410.9415826640295,,
ADIDIDIA,,1143.4677077590677,,
ADIDIDID,,695.0981596809784,,
ADIDIDII,,1238.8809001428908,,
ADIDIDIJ,,1036.7608500261713,,
ADIDIDJA,,1101.6724081735313,,
ADIDIDJD,,885.1313302419157,,
ADIDIDJI,,1013.2554400953926,,
ADIDIDJJ,,388.4821527941082,,
ADIDIIAA,,952.0017054543276,,
ADIDIIAD,,1063.713563907962,,
ADIDIIAI,,1028.3967733256006,,
ADIDIIAJ,,1152.691554884707,,
ADIDIIDA,,944.7597016921962,,
ADIDIIDD,,1028.8912730566512,,
ADIDIIDI,,988.8935496040519,,
ADIDIIDJ,,1013.7690314002995,,
ADIDIIIA,,980.5932544823847,,
ADIDIIID,,960.4974001339187,,
ADIDIIII,,967.8443223096136,,
ADIDIIIJ,,1310.041333555978,,
ADIDIIJA,,1004.6540313461436,,
ADIDIIJD,,948.3955078679094,,
ADIDIIJI,,819.5308347218734,,
ADIDIIJJ,,1661.1920920899101,,
ADIDIJAA,,917.7205862361503,,
ADIDIJAD,,427.1614998529415,,
ADIDIJAI,525.581971869886,1079.653894995734,,
ADIDIJAJ,,1244.5198168110117,,
ADIDIJDA,,659.9538713614718,,
ADIDIJDD,,1089.2011143612515,,
ADIDIJDI,,1133.284017193438,,
ADIDIJDJ,,749.3261945608759,,
ADIDIJIA,,1011.7786825753651,,
ADIDIJID,,429.1744322178726,,
ADIDIJII,,1129.5625670531836,,
ADIDIJIJ,,73.88508329220599,,
ADIDIJJA,,978.4615554997694,,
ADIDIJJD,,1837.58168087067,,
ADIDIJJI,,699.059462843756,,
ADIDJAAA,,918.4942977529623,,
ADIDJAAD,,939.9645794531319,,
ADIDJAAI,,1824.427096225755,,
ADIDJAAJ,,1070.2246446437957,,
ADIDJADA,,1210.30354808417,,
ADIDJADD,,1213.037673748694,,
ADIDJADI,,1222.483017387255,,
ADIDJAIA,,916.8174063862687,,
ADIDJAID,91.8893536196059,751.7869686549758,,
ADIDJAII,,1324.1248057827147,,
ADIDJAIJ,,1469.96077120009,,
ADIDJAJA,,1074.990587127005,,
ADIDJAJD,,1024.383846385943,,
ADIDJAJI,,1046.8158671171625,,
ADIDJDAA,,862.7211660688662,,
ADIDJDAD,331.020693945121,1164.8311009047584,,
ADIDJDAI,,1449.4687587879964,,
ADIDJDAJ,,97.4928578035258,,
ADIDJDDA,,461.20149898037903,,
ADIDJDDD,,1117.8065120408764,,
ADIDJDDI,,861.07014803421,,
ADIDJDDJ,,1346.75604740216,,
ADIDJDIA,,1372.73731973023,,
ADIDJDID,,1230.14819747778,,
ADIDJDII,,829.7200812447275,,
ADIDJDIJ,,1383.94305658924,,
ADIDJDJA,,1442.6642669264645,,
ADIDJDJI,,478.5511838639793,,
ADIDJIAA,,1350.868490764719,,
ADIDJIAD,,1055.94124579531,,
ADIDJIAI,,827.0168987765799,,
ADIDJIAJ,,663.4745439347461,,
ADIDJIDA,,1048.5772318183604,,
ADIDJIDD,,738.387036293164,,
ADIDJIDI,,757.3827789368681,,
ADIDJIDJ,,716.4424220223895,,
ADIDJIIA,,973.3344917445224,,
ADIDJIID,,1346.0211792911243,,
ADIDJIII,,1026.2957972422644,,
ADIDJIIJ,,1010.5806771742784,,
ADIDJIJA,,895.0073772758788,,
ADIDJIJD,,959.90901022051,,
ADIDJIJI,,881.5593048638086,,
ADIDJIJJ,,1581.1572056273133,,
ADIDJJAA,,1283.7769340916802,,
ADIDJJAD,,1030.4812652640132,,
ADIDJJAI,,822.6219405990751,,
ADIDJJDA,,836.9196590658245,,
ADIDJJDD,,977.8506144194021,,
ADIDJJDI,,1329.5583910323085,,
ADIDJJIA,,785.528673124435,,
ADIDJJID,,1086.7622905887727,,
ADIDJJII,,668.4122119788882,,
ADIDJJIJ,,-909.3501054734379,,
ADIDJJJD,,426.95202243662754,,
ADIDJJJI,,1542.113601164157,,
ADIIAAAA,,1057.5029262427354,,
ADIIAAAD,,1015.4535863745976,,
ADIIAAAI,,791.0334228830861,,
ADIIAAAJ,,958.2624660070238,,
ADIIAADA,,1067.5959538876555,,
ADIIAADD,,1136.2172191248296,,
ADIIAADI,,1010.0334348447651,,
ADIIAADJ,,1171.686191407115,,
ADIIAAIA,,790.2047481619211,,
ADIIAAID,,891.4073700217874,,
ADIIAAII,,726.3006046650521,,
ADIIAAIJ,,1240.2037301586493,,
ADIIAAJA,,1166.680794112677,,
ADIIAAJD,,2183.8035113083397,,
ADIIAAJI,,854.0760303526152,,
ADIIAAJJ,,1954.5046932989499,,
ADIIADAA,,1108.1791724428638,,
ADIIADAD,,1103.7456430651398,,
ADIIADAI,,900.323718597916,,
ADIIADAJ,,1728.3301851998551,,
ADIIADDA,,1053.3616797569823,,
ADIIADDD,,1223.818384859964,,
ADIIADDI,,959.5212645201786,,
ADIIADDJ,,707.0035728491182,,
ADIIADIA,,1214.8297738984338,,
ADIIADID,,1030.3749136980127,,
ADIIADII,,909.8532031799036,,
ADIIADIJ,,1146.5298587590112,,
ADIIADJA,,1531.7017650999878,,
ADIIADJD,,1435.8454828505855,,
ADIIADJI,,1325.05212280151,,
ADIIADJJ,,991.158660196787,,
ADIIAIAA,,1097.322698749827,,
ADIIAIAD,,1072.7824182368483,,
ADIIAIAI,,1177.9175819056884,,
ADIIAIAJ,,549.386818876097,,
ADIIAIDA,252.67562114490502,959.2517309383044,,
ADIIAIDD,,536.2840285104119,,
ADIIAIDI,,958.6839221211643,,
ADIIAIDJ,,1515.7475465813598,,
ADIIAIIA,,830.338928807051,,
ADIIAIID,,1095.020772465852,,
ADIIAIII,,967.5318714654595,,
ADIIAIIJ,,916.5711948364938,,
ADIIAIJA,,1390.6107883612813,,
ADIIAIJD,,737.0722389274089,,
ADIIAIJI,,806.2890231291925,,
ADIIAIJJ,,538.338445708123,,
ADIIAJAA,,872.9067286780383,,
ADIIAJAD,,1367.855324857515,,
ADIIAJAJ,,1365.6066279239699,,
ADIIAJDA,,1033.6159780939463,,
ADIIAJDD,,757.2843236752684,,
ADIIAJDI,,1230.976594688143,,
ADIIAJDJ,,1846.7824896183604,,
ADIIAJIA,,945.3231156039353,,
ADIIAJID,,996.939158375624,,
ADIIAJII,,801.865020464484,,
ADIIAJIJ,,876.259644589136,,
ADIIAJJA,,1017.7584708885948,,
ADIIAJJD,,1567.40952646569,,
ADIIAJJI,,1257.04675292187,,
ADIIDAAA,,1051.5840507517842,,
ADIIDAAD,,1296.156465817591,,
ADIIDAAI,,1156.3916312770336,,
ADIIDAAJ,,1327.5371099039755,,
ADIIDADA,,1107.5796708409605,,
ADIIDADD,,1018.2601656392532,,
ADIIDADI,,1209.2019726560386,,
ADIIDADJ,,981.0622580876225,,
ADIIDAIA,,970.6705203536367,,
ADIIDAID,,970.7893242807303,,
ADIIDAII,,1168.5822500790514,,
ADIIDAIJ,,1359.4132758986293,,
ADIIDAJA,,1033.4284313711862,,
ADIIDAJD,,1650.799210563615,,
ADIIDAJI,,1126.0013684323992,,
ADIIDAJJ,,407.10134392188326,,
ADIIDDAA,,828.4917911668933,,
ADIIDDAD,,895.5326965840612,,
ADIIDDAI,,747.3615619718025,,
ADIIDDAJ,,1407.4914685267188,,
ADIIDDDA,,1084.147037292938,,
ADIIDDDD,,1025.353466817119,,
ADIIDDDI,,1348.7433887182378,,
ADIIDDDJ,,923.801053002078,,
ADIIDDIA,,1059.592739483529,,
ADIIDDID,,1326.5792116836526,,
ADIIDDII,,1167.639827286031,,
ADIIDDIJ,,1310.3881769432805,,
ADIIDDJA,,965.8706568772576,,
ADIIDDJD,,699.012344874448,,
ADIIDDJI,,757.0156391411518,,
ADIIDDJJ,,881.7844859598613,,
ADIIDIAA,,951.0682718050783,,
ADIIDIAD,,1028.4703507680488,,
ADIIDIAI,,1187.2500533838297,,
ADIIDIAJ,,819.4757857861794,,
ADIIDIDA,,844.1530120922374,,
ADIIDIDD,,734.6684739906565,,
ADIIDIDI,,1133.5331432004568,,
ADIIDIDJ,,1214.8695393330897,,
ADIIDIIA,,948.4072496035782,,
ADIIDIID,,971.4824444145546,,
ADIIDIII,,1156.1732123959848,,
ADIIDIIJ,,1127.5883674973904,,
ADIIDIJA,,1111.8342225690458,,
ADIIDIJD,,867.3566023684992,,
ADIIDIJI,,1053.8773162296736,,
ADIIDIJJ,,483.86687060260454,,
ADIIDJAA,,1287.558969996217,,
ADIIDJAD,,1443.0898989287186,,
ADIIDJAI,,282.93768980556575,,
ADIIDJAJ,,1051.613889759525,,
ADIIDJDA,,1190.3212190648,,
ADIIDJDD,,348.90369286988897,,
ADIIDJDI,,1383.260628723615,,
ADIIDJIA,,1378.3099584352767,,
ADIIDJID,,340.73548748696663,,
ADIIDJII,,993.9574634716195,,
ADIIDJIJ,,1239.15486273487,,
ADIIDJJA,,689.5097252227006,,
ADIIDJJD,,1400.6154014905496,,
ADIIDJJI,,1381.3227215751695,,
ADIIDJJJ,,21.2489933746131,,
ADIIIAAA,,1074.407215525344,,
ADIIIAAD,,1277.8329753116896,,
ADIIIAAI,,1081.040249362481,,
ADIIIAAJ,,1193.18749151562,,
ADIIIADA,,847.319169496012,,
ADIIIADD,,1190.6060883031253,,
ADIIIADI,1620.2539451700302,1032.8193670001067,,
ADIIIADJ,,825.7508172878307,,
ADIIIAIA,,1124.9771511043728,,
ADIIIAID,,1013.6554881010694,,
ADIIIAII,,1138.2471144411288,,
ADIIIAIJ,,752.8945685121902,,
ADIIIAJA,,1346.9952403015286,,
ADIIIAJD,,863.6037951639088,,
ADIIIAJI,,1016.6683305646566,,
ADIIIAJJ,,1014.5511135099119,,
ADIIIDAA,,1024.896773810672,,
ADIIIDAD,,1223.6405878829182,,
ADIIIDAI,,1123.4323429941796,,
ADIIIDAJ,,1203.4026810342925,,
ADIIIDDA,,1160.8239010193265,,
ADIIIDDD,550.045979500866,879.3117596338742,,
ADIIIDDI,,954.6860822387157,,
ADIIIDDJ,,534.3821872723034,,
ADIIIDIA,,1003.2559998308462,,
ADIIIDID,,1156.1529797664648,,
ADIIIDII,,1090.6689983724098,,
ADIIIDIJ,1322.35104669875,919.2173737338028,,
ADIIIDJA,,942.8938584286138,,
ADIIIDJD,,554.64942388683,,
ADIIIDJI,,948.2518928703282,,
ADIIIDJJ,,1096.8161839092609,,
ADIIIIAA,,922.6940531756949,,
ADIIIIAD,,910.956657266109,,
ADIIIIAI,,990.4844712996797,,
ADIIIIAJ,,640.8516243517428,,
ADIIIIDA,,1160.156520308938,,
ADIIIIDD,,1161.9481742930445,,
ADIIIIDI,,1282.7736177448046,,
ADIIIIDJ,,1164.2454917441144,,
ADIIIIIA,,828.4234769361931,,
ADIIIIID,,1039.9899735885567,,
ADIIIIII,,745.039798809792,,
ADIIIIIJ,,1047.596438760188,,
ADIIIIJA,,1006.2950240011709,,
ADIIIIJD,,718.9475704983299,,
ADIIIIJI,,1101.9680651178885,,
ADIIIJAA,,1014.5186970194752,,
ADIIIJAD,,949.3267612733054,,
ADIIIJAI,,934.878883914794,,
ADIIIJAJ,,1327.1320337262566,,
ADIIIJDA,,1004.768984648945,,
ADIIIJDD,,839.5441152808573,,
ADIIIJDI,,1057.2367211924247,,
ADIIIJDJ,,813.738580598655,,
ADIIIJIA,,1290.1139779847335,,
ADIIIJII,,764.8885565925783,,
ADIIIJIJ,,2334.94324600237,,
ADIIIJJA,,1043.8009438855415,,
ADIIIJJJ,,1098.70980353506,,
ADIIJAAD,,1094.5700021653167,,
ADIIJAAI,,1587.4854935774697,,
ADIIJADA,,-123.22611034725,,
ADIIJADD,,749.0266217163862,,
ADIIJADI,,736.9882272817484,,
ADIIJAIA,,1763.145058529862,,
ADIIJAID,,778.6674856031696,,
ADIIJAII,,1503.5308556598702,,
ADIIJAJA,,927.068572594306,,
ADIIJAJD,,209.94407227555402,,
ADIIJDAA,,879.8358313689396,,
ADIIJDAD,,1078.7705872329454,,
ADIIJDAI,,1177.7990239882333,,
ADIIJDDA,,1081.273965465501,,
ADIIJDDD,,1321.09863252183,,
ADIIJDDI,,807.8801031882025,,
ADIIJDDJ,,646.589101798943,,
ADIIJDIA,,1037.8577288957413,,
ADIIJDID,,1749.9056966547232,,
ADIIJDII,,822.1884530466837,,
ADIIJIAA,,1125.4283060631653,,
ADIIJIAD,,1048.0780082938743,,
ADIIJIAI,,884.9661892329323,,
ADIIJIAJ,,2112.42057888933,,
ADIIJIDA,,708.6779930139304,,
ADIIJIDD,,1002.31240499878,,
ADIIJIDI,,1051.7952422712087,,
ADIIJIDJ,,861.1589924694659,,
ADIIJIIA,,894.8193698271932,,
ADIIJIID,,969.0677006908463,,
ADIIJIII,,954.103023303254,,
ADIIJIJA,,1034.3913895691726,,
ADIIJIJD,,803.8911176320464,,
ADIIJIJJ,,312.985759577161,,
ADIIJJAA,,1241.61239286343,,
ADIIJJAD,,984.2315283616476,,
ADIIJJAI,,758.84606667854,,
ADIIJJDA,,1054.0111596760776,,
ADIIJJDD,,1566.210284279105,,
ADIIJJDI,,865.8096485887215,,
ADIIJJDJ,,276.8297847465735,,
ADIIJJIA,,916.2898963628988,,
ADIIJJID,,1167.6780575427717,,
ADIIJJII,,1831.1643551433601,,
ADIIJJJI,,1269.53494485016,,
ADIJAAAA,,861.1718461183183,,
ADIJAAAD,,1298.2906951885202,,
ADIJAAAI,,1044.5045584471868,,
ADIJAAAJ,,1288.6783504440655,,
ADIJAADA,,1129.29588228849,,
ADIJAADD,,978.5587515699215,,
ADIJAADI,,1029.8784211507423,,
ADIJAADJ,,1284.6555995473975,,
ADIJAAIA,,1113.8490795851599,,
ADIJAAID,,1232.288213503055,,
ADIJAAII,,848.0526137615223,,
ADIJAAIJ,,981.6967103652256,,
ADIJAAJA,,512.779566364562,,
ADIJAAJD,,259.314414270172,,
ADIJAAJI,,936.7662426144003,,
ADIJAAJJ,,1186.76611723401,,
ADIJADAA,,976.6022663075706,,
ADIJADAD,,872.0051045618156,,
ADIJADAI,,1630.5541193321867,,
ADIJADAJ,,801.0971151095572,,
ADIJADDA,,1055.974879885673,,
ADIJADDD,,1103.3308775559008,,
ADIJADDI,,820.938034214531,,
ADIJADDJ,,902.4555843548147,,
ADIJADIA,,990.2078258076064,,
ADIJADID,,965.8334546785653,,
ADIJADII,,663.8552130460487,,
ADIJADIJ,,899.5362693533393,,
ADIJADJA,,472.5312620554311,,
ADIJADJD,,955.8006016644606,,
ADIJADJI,,662.1556490425526,,
ADIJAIAA,,770.8567444587206,,
ADIJAIAD,,744.1930696887703,,
ADIJAIAI,,639.7769005016924,,
ADIJAIAJ,,514.242997708395,,
ADIJAIDA,,779.4455607656447,,
ADIJAIDD,,1208.3406475411248,,
ADIJAIDI,,977.0462932820861,,
ADIJAIDJ,,170.626253260308,,
ADIJAIIA,,884.7841814894967,,
ADIJAIID,,772.4926074790166,,
ADIJAIII,,1196.2708835924973,,
ADIJAIIJ,,1504.6390554038799,,
ADIJAIJA,,755.8202695727495,,
ADIJAIJD,,661.5497302660402,,
ADIJAIJI,,1008.2693017927162,,
ADIJAIJJ,,519.180359730962,,
ADIJAJAA,,1393.6329542733351,,
ADIJAJAD,,889.507368788492,,
ADIJAJAI,,986.1634074907037,,
ADIJAJAJ,,1109.8302368225272,,
ADIJAJDA,,794.6733610254461,,
ADIJAJDI,,2143.55258236331,,
ADIJAJIA,,1260.9148610744687,,
ADIJAJID,,1091.2452912903248,,
ADIJAJII,,1220.596716373972,,
ADIJAJJA,,952.7851676612439,,
ADIJAJJD,,672.155542675649,,
ADIJAJJI,,784.0033026572925,,
ADIJAJJJ,,1922.44667904977,,
ADIJDAAA,,1230.3566260468747,,
ADIJDAAD,,1192.0653662889265,,
ADIJDAAI,,623.5411771098377,,
ADIJDAAJ,,368.5489576388225,,
ADIJDADA,,794.071758002187,,
ADIJDADD,,1263.9846726342314,,
ADIJDADI,,1258.9632024260281,,
ADIJDADJ,,141.31581507281516,,
ADIJDAIA,,1223.2791777427178,,
ADIJDAID,,659.2830667455844,,
ADIJDAII,,1128.7508243387308,,
ADIJDAIJ,,1650.120120639755,,
ADIJDAJJ,,1762.6142071441602,,
ADIJDDAA,,686.4948603286712,,
ADIJDDAD,,846.5550452889044,,
ADIJDDAI,,598.6523500601446,,
ADIJDDAJ,,709.8417326615755,,
ADIJDDDA,,730.1894585123155,,
ADIJDDDD,1882.36265364534,1347.9100812614668,,
ADIJDDIA,,1036.6197078305756,,
ADIJDDII,,1185.8770270398404,,
ADIJDDIJ,,1449.7900950951594,,
ADIJDDJD,,1439.4781152939286,,
ADIJDDJI,,978.8757795477969,,
ADIJDIAA,,1337.7783125736537,,
ADIJDIAD,,991.678569047203,,
ADIJDIAI,899.2340537824049,1285.4250930993674,,
ADIJDIAJ,,894.4483207305833,,
ADIJDIDA,,991.7466023568535,,
ADIJDIDD,,623.2090801176721,,
ADIJDIDI,,1229.696156890372,,
ADIJDIDJ,,1251.74088152044,,
ADIJDIIA,,1036.5262437006056,,
ADIJDIID,,966.5436449741657,,
ADIJDIIJ,,1076.948165637103,,
ADIJDIJA,,726.198168560886,,
ADIJDIJD,,660.4256611775149,,
ADIJDJAA,,238.62067843332468,,
ADIJDJAD,,1043.44780408861,,
ADIJDJAI,,543.268821275736,,
