"Fecha_Pago";"ID";"Pago";"Gastos";"Intereses";"Fecha_Inicio";"Deuda"
"2020-09-24 11:05:27";27144545;131,28;1,93;16,9;"2020-08-25";150,04
"2020-09-20 05:05:34";27111397;499,46;0;0;"2020-08-06";499,46
"2020-09-17 05:05:32";27111397;0,16;0;0;"2020-08-06";499,46
"2020-09-24 11:05:27";27031392;127,1;0;0;"2020-07-20";127,1
"2020-09-20 05:05:34";27120346;0;0,32;2,74;"2020-08-01";27,26
"2020-09-20 05:05:34";27120346;5;0,09;0;"2020-08-01";27,26
"2020-09-24 11:05:27";27143606;32,47;0;0;"2020-08-12";32,47
"2020-09-20 05:05:34";27142446;40,68;0;0;"2020-09-10";40,68
"2020-09-17 05:05:32";27142446;10,74;0,31;30,86;"2020-09-10";40,68
"2020-09-27 05:05:30";27126029;5;0,29;27,9;"2020-09-01";33,18
"2020-09-17 05:05:32";27122195;31,09;1,38;18,91;"2020-08-01";101,79
"2020-09-17 05:05:32";27122195;31,68;0,41;18,32;"2020-08-01";101,79
"2020-09-24 11:05:27";27096240;278,6;5,89;148,47;"2020-09-01";432,69
"2020-09-20 05:05:34";27095610;1,18;0,01;0,02;"2020-08-01";71,03
"2020-09-20 05:05:34";27095610;69,04;0,87;0;"2020-08-01";71,03
"2020-09-20 05:05:34";27142458;100;0;0;"2020-09-10";294,61
"2020-10-01 12:03:51";27081665;104,13;0;0;"2020-08-16";104,13
"2020-09-24 11:05:27";27030809;70,49;0;0;"2020-07-07";70,49
"2020-10-01 12:03:51";27158732;130,29;0,3;51,89;"2020-09-25";182,48
"2020-10-02 13:25:30";27161548;284,27;0;0;"2020-08-28";284,27
"2020-09-23 17:33:18";27031694;132,15;0;0;"2020-06-24";111,57
"2020-10-01 12:03:51";27096632;64,51;0;0;"2020-09-04";64,51
"2020-09-20 05:05:34";27132506;87,47;0;0;"2020-08-14";87,47
"2020-09-23 16:56:04";27124637;36;0;0;"2018-10-16";67,46
"2020-09-24 11:05:27";27094123;47,83;0,65;32,92;"2020-09-01";81,4
"2020-09-24 11:05:27";27067442;42,71;1,04;32,78;"2020-08-01";153,8
"2020-09-24 11:05:27";27067442;48,69;1,33;27,34;"2020-08-01";153,8
"2020-09-24 11:05:27";27069292;720;0;0;"2020-09-02";720
"2020-09-17 05:05:32";27073606;308,84;44,77;11,76;"2019-07-01";2317,05
"2020-09-17 05:05:32";27073606;310,77;39,18;9,83;"2019-07-01";2317,05
"2020-09-17 05:05:32";27073606;312,72;33,6;7,89;"2019-07-01";2317,05
"2020-09-17 05:05:32";27073606;314,66;28,2;5,94;"2019-07-01";2317,05
"2020-09-17 05:05:32";27073606;316,64;22,62;3,97;"2019-07-01";2317,05
"2020-09-17 05:05:32";27073606;318,61;17,22;1,99;"2019-07-01";2317,05
"2020-09-20 05:05:34";27146082;1274,19;1,6;0;"2020-09-15";1275,79
"2020-09-24 11:05:27";27142404;25,55;0,32;22,77;"2020-09-10";48,62
"2020-09-20 05:05:34";27095030;100;0;0;"2020-09-01";199,68
"2020-09-05 05:05:06";27052082;33,63;0,03;27,06;"2020-09-01";60,69
"2020-09-17 05:05:32";27125825;371,26;0;0;"2020-01-21";3016,4
"2020-09-27 05:05:30";27125234;5;0,12;9,94;"2020-09-01";15,06
"2020-09-27 05:05:30";27096836;1173,75;0;0;"2020-08-01";724,74
"2020-09-27 05:05:30";27082074;24;2,59;55,35;"2020-08-05";162,31
"2020-09-27 05:05:30";27082074;24;1,05;55,52;"2020-08-05";162,31
"2020-09-27 05:05:30";27126543;5;0,1;13,87;"2020-07-10";55,99
"2020-09-27 05:05:30";27126543;5;0,31;13,53;"2020-07-10";55,99
"2020-09-27 05:05:30";27126543;5;0,5;12,7;"2020-07-10";55,99
"2020-09-04 05:05:04";27045521;25;0;0;"2020-06-08";6,8
"2020-10-01 12:03:51";27126042;80,18;0;0;"2020-07-24";88,32
"2020-09-17 05:05:32";27142423;63,19;0,33;25,22;"2020-09-10";88,63
"2020-09-20 05:05:34";27095218;24,03;0,03;0;"2020-07-10";24,06
"2020-09-17 05:05:32";27095218;10,06;0,16;15,91;"2020-07-10";24,03
"2020-09-17 05:05:32";27095218;33,39;2,21;16,61;"2020-07-10";24,03
"2020-09-17 05:05:32";27095218;33,46;1,13;16,54;"2020-07-10";24,03
"2020-09-17 05:05:32";27131517;2,22;0;17,78;"2020-07-15";24,3
"2020-09-27 05:05:30";27094017;0;33,52;0;"2020-09-01";33,5
"2020-10-02 13:25:30";27045571;107,27;0;0;"2020-07-31";107,27
"2020-10-01 12:03:51";27052709;328,11;2,06;0;"2020-09-01";329,96
"2020-09-17 05:05:32";27071609;132,39;4,14;17,61;"2020-08-01";305,36
"2020-09-17 05:05:32";27071609;135,78;1,22;14,22;"2020-08-01";305,36
"2020-10-01 12:03:51";27125238;1316,16;0;0;"2019-07-03";1316,16
"2020-09-24 11:05:27";27072439;11,88;0;0;"2020-08-01";11,88
"2020-09-23 16:56:04";27072439;35,43;0,75;0;"2020-08-01";11,88
"2020-09-23 16:56:04";27072439;39,12;1,17;73,53;"2020-08-01";11,88
"2020-09-20 05:05:34";27094225;268,28;2,86;0;"2020-09-01";270,97
"2020-09-17 05:05:32";27096040;565,23;0;0;"2020-09-01";565,23
"2020-09-24 11:05:27";27146316;29,65;0;7,6;"2020-09-15";37,25
"2020-09-23 16:56:04";27146316;0;0,05;4,95;"2020-09-15";37,25
"2020-09-23 16:56:04";27146316;0;0,15;4,85;"2020-09-15";37,25
"2020-10-01 12:03:51";27081451;261,51;0;0;"2020-09-01";261,51
"2020-09-14 17:47:18";27081451;22,66;1,69;15,83;"2020-09-01";261,51
"2020-10-01 12:03:51";27081452;65,06;0;0;"2020-09-03";65,06
"2020-09-20 05:05:34";27082058;5;0,31;14,58;"2020-07-29";79,79
"2020-09-20 05:05:34";27082058;5;0,34;14,03;"2020-07-29";79,79
"2020-09-20 05:05:34";27082058;5;0,09;14,89;"2020-07-29";79,79
"2020-09-20 05:05:34";27082058;5;0,51;15,04;"2020-07-29";79,79
"2020-09-27 05:05:30";27086712;30,55;0,71;27,45;"2020-08-01";118,28
"2020-09-27 05:05:30";27086712;30,61;1,63;27,39;"2020-08-01";118,28
"2020-09-24 11:05:27";27083269;42,33;0,69;7,67;"2020-09-01";50,66
"2020-10-01 12:03:51";27084179;1;0;0;"2020-08-26";1
"2020-09-23 17:33:18";27032393;184,72;0;0;"2019-03-01";184,72
"2020-09-23 16:56:04";27032393;96,8;0;0;"2019-03-01";184,72
"2020-09-24 11:05:27";27121132;1,37;0,01;0;"2020-08-01";1,38
"2020-09-17 05:05:32";27081852;16;9,6;21,68;"2020-09-01";47,25
"2020-10-02 13:25:30";27082265;9,86;0;0;"2020-09-01";9,86
"2020-10-01 12:03:51";27082265;19,77;0,13;0;"2020-09-01";9,86
"2020-09-23 16:56:04";27082265;115,11;15,92;12,26;"2020-09-01";9,86
"2020-10-01 12:03:51";27146434;1,86;0,02;0;"2020-09-01";1,88
"2020-09-24 11:05:27";27068476;78,3;0,77;0;"2020-09-01";79,04
"2020-09-24 11:05:27";27082868;75,1;4,95;16,77;"2020-07-10";211,83
"2020-10-02 13:25:30";27083685;448,27;29,63;89,27;"2020-09-01";566,82
"2020-09-12 05:05:32";27082869;1164,39;2,23;0;"2020-09-05";1166,18
"2020-09-20 05:05:34";27146016;95,2;0,22;76,58;"2020-09-15";172
"2020-09-24 11:05:27";27083084;63,58;1,1;20,59;"2020-08-25";85,23
"2020-10-01 10:10:32";27032030;76;0;0;"2020-05-21";744,26
"2020-09-27 05:05:30";27032030;32;0;0;"2020-05-21";820,26
"2020-09-26 05:05:34";27032030;57;0;0;"2020-05-21";852,26
"2020-09-23 17:33:18";27032030;44,5;0;0;"2020-05-21";909,26
"2020-09-18 10:32:14";27032030;90;0;0;"2020-05-21";953,76
"2020-09-17 13:11:21";27032030;40,99;0;0;"2020-05-21";1043,76
"2020-09-17 05:05:32";27032030;45;0;0;"2020-05-21";1084,75
"2020-09-11 05:05:31";27032030;7;0;0;"2020-05-21";1129,75
"2020-09-10 05:05:33";27032030;135;0;0;"2020-05-21";1136,75
"2020-09-09 12:05:15";27032030;37;0;0;"2020-05-21";1270,06
"2020-09-06 05:05:04";27032030;15;0;0;"2020-05-21";1307,06
"2020-09-05 05:05:06";27032030;45;0;0;"2020-05-21";1322,06
"2020-09-04 05:05:04";27032030;12;0;0;"2020-05-21";1349,06
"2020-09-03 05:05:05";27032030;10;0;0;"2020-05-21";1361,06
"2020-10-01 12:03:51";27139604;374;0;0;"2020-09-09";374
"2020-09-27 05:05:30";27082252;75,46;1,15;31,15;"2020-09-01";107,71
"2020-09-04 05:05:04";27038946;104,86;0;0;"2020-07-12";104,86
"2020-09-17 13:11:21";27081639;66,41;0;0;"2020-06-18";561,83
"2020-10-02 13:25:30";27081642;2,17;0;0;"2020-07-12";2,17
"2020-09-26 05:05:34";27084182;1496,01;0;0;"2020-02-03";1496,01
"2020-09-17 05:05:32";27142155;33,52;0,13;16,48;"2020-09-10";50,13
"2020-09-17 05:05:32";27142443;148,49;0,41;51,87;"2020-09-10";200,77
"2020-09-10 05:05:33";27082253;462,84;1,16;0;"2020-09-05";463,71
"2020-09-20 05:05:34";27141557;11,86;0,58;1,96;"2020-09-10";148,08
"2020-09-23 17:33:18";27054078;45;0;0;"2020-06-03";45
"2020-09-24 11:05:27";27080805;52,53;0,76;0;"2020-09-01";53,26
"2020-10-02 13:25:30";27153313;75,63;0,9;24,37;"2020-09-10";100,85
"2020-09-23 16:56:04";27082668;81,63;1;18,37;"2020-08-05";100,88
"2020-09-18 10:32:14";27082668;76,28;2,41;15,44;"2020-08-05";100,75
"2020-09-18 10:32:14";27083066;3,94;0;0;"2020-03-17";33,94
"2020-09-20 05:05:34";27080818;5;0,04;6,82;"2020-07-29";33,01
"2020-09-20 05:05:34";27080818;5;0,13;16,03;"2020-07-29";33,01
"2020-10-02 13:25:30";27153914;29;0;0;"2020-09-18";29
"2020-09-17 05:05:32";27083476;54,8;0;0;"2020-09-04";54,8
"2020-09-18 10:32:14";27085882;52,3;0,88;31,39;"2020-09-01";84,52
"2020-09-17 05:05:32";27083076;73,38;0,18;21,34;"2020-09-01";94,9
"2020-10-01 12:03:51";27121781;112,89;21,25;26,67;"2020-09-01";160,81
"2020-09-17 05:05:32";27082464;1591,09;10,97;0;"2020-09-01";1602,06
"2020-10-02 13:25:30";27122436;5;0,29;26,96;"2020-07-29";156,21
"2020-10-02 13:25:30";27122436;5;0,64;26,3;"2020-07-29";156,21
"2020-10-02 13:25:30";27122436;5;0,67;25,29;"2020-07-29";156,21
"2020-10-02 13:25:30";27122436;5;0,88;26,64;"2020-07-29";156,21
"2020-10-02 13:25:30";27122436;5;0,28;23,31;"2020-07-29";156,21
"2020-10-02 13:25:30";27158169;30,37;0,07;9,63;"2020-09-25";40,07
"2020-09-27 05:05:30";27069295;467,79;0,59;0;"2020-09-01";467,79
"2020-09-24 11:05:27";27069295;4,01;3,25;0;"2020-09-01";467,79
"2020-09-14 17:47:18";27069295;4,76;0,66;0;"2020-09-01";521,15
"2020-10-01 12:03:51";27082522;0;3,47;0;"2020-07-10";274,88
"2020-10-02 13:25:30";27085041;442,55;0;0;"2020-09-01";442,55
"2020-09-12 05:05:32";27083688;118,77;0,34;31,23;"2020-09-05";150,27
"2020-09-09 12:05:15";27052137;67,8;-34,39;113,54;"2020-09-01";181,34
"2020-10-01 10:10:32";27158176;35;0;0;"2020-09-24";196,15
"2020-09-17 05:05:32";27142407;35,86;0,13;12,17;"2020-09-10";48,12
"2020-10-02 13:25:30";27081643;175,23;9,76;18,02;"2020-09-05";203,01
"2020-10-02 13:25:30";27083273;56,84;1,3;26,43;"2020-09-05";84,52
"2020-10-02 13:25:30";27081644;30;0;0;"2020-07-31";219,93
"2020-10-02 13:25:30";27158415;24;0,19;45,08;"2020-09-25";69,23
"2020-09-24 11:05:27";27081645;57,31;1,08;21,37;"2020-09-01";79,72
"2020-10-01 12:03:51";27143720;89,32;0;0;"2020-09-08";89,32
"2020-09-24 11:05:27";27096235;134,95;0;0;"2020-07-31";134,95
"2020-09-17 13:11:21";27096235;100;0;0;"2020-07-31";134,95
"2020-09-24 11:05:27";27155410;526,25;0;0;"2020-09-19";526,25
"2020-09-03 05:05:05";27037320;90,53;0;0;"2020-07-12";90,53
"2020-10-01 12:03:51";27148041;190;0;0;"2020-09-17";190
"2020-09-24 11:05:27";27094229;35,11;0;0;"2020-09-02";35,11
"2020-09-24 11:05:27";27144609;156,1;0;0;"2020-09-12";156,1
"2020-09-17 05:05:32";27144581;0;37,59;27,41;"2020-03-15";3016,85
"2020-10-01 12:03:51";27158702;74,3;0,19;27,03;"2020-09-25";101,52
"2020-09-20 05:05:34";27146423;399,87;0;0;"2020-09-15";399,87
"2020-09-18 10:32:14";27146423;68,73;1,27;0;"2020-09-15";399,87
"2020-09-20 05:05:34";27144028;61,35;0,36;38,65;"2020-09-10";100,31
"2020-10-02 13:25:30";27158722;40,77;0,13;9,23;"2020-09-25";50,13
"2020-09-20 05:05:34";27095421;21,16;0,14;27,18;"2020-08-15";24,37
"2020-09-20 05:05:34";27095421;42,93;0;25,57;"2020-08-15";24,37
"2020-09-18 10:32:14";27095421;0;1,46;1,88;"2020-08-15";141,3
"2020-09-23 16:56:04";27097025;0;1,01;1,55;"2020-07-29";2356,49
"2020-09-18 10:32:14";27097025;5;0,42;20,2;"2020-07-29";1437,42
"2020-09-24 11:05:27";27146419;18;0;0;"2020-09-14";18
"2020-09-17 05:05:32";27085462;30,02;0,35;14,48;"2020-09-01";44,5
"2020-10-01 12:03:51";27096424;5;0,07;25,31;"2020-09-05";30,36
"2020-09-17 05:05:32";27142442;0;0,01;3,76;"2020-09-10";3,77
"2020-09-12 05:05:32";27097026;38,18;2,11;28,3;"2020-07-10";157,23
"2020-09-14 17:47:18";27097026;42,71;1,64;44,29;"2020-07-10";157,23
"2020-10-02 13:25:30";27153662;850;0;0;"2020-09-21";1283,43
"2020-09-05 05:05:06";27032164;36,3;0;0;"2019-06-01";2,73
"2020-10-02 13:25:30";27121570;149,78;7,46;52,04;"2020-08-01";433,78
"2020-10-02 13:25:30";27121570;151,29;3,87;69,34;"2020-08-01";433,78
"2020-10-01 12:03:51";27085018;100;0;0;"2015-11-01";300
"2020-09-20 05:05:34";27072777;58,39;4,2;2,41;"2020-08-01";99,06
"2020-09-24 11:05:27";27095619;1,23;0;0;"2020-08-09";29,46
"2020-09-24 11:05:27";27095619;1,33;0;0;"2020-08-09";29,46
"2020-09-24 11:05:27";27095619;6,4;0;0;"2020-08-09";29,46
"2020-09-24 11:05:27";27095619;10,25;0;0;"2020-08-09";29,46
"2020-09-24 11:05:27";27095619;10,25;0;0;"2020-08-09";29,46
"2020-09-17 13:11:21";27039063;204,15;0;0;"2020-07-01";204,15
"2020-09-24 11:05:27";27096028;46,98;0,65;0;"2020-09-01";47,6
"2020-09-24 11:05:27";27142445;336,46;0;0;"2020-09-11";36,46
"2020-10-02 13:25:30";27095017;30;0;0;"2020-08-05";18,06
"2020-09-27 05:05:30";27095017;303,41;0;0;"2020-08-05";48,06
"2020-09-17 05:05:32";27095017;100;0;0;"2020-08-05";351,47
"2020-09-18 10:32:14";27031634;56;0;0;"2020-07-11";54,43
"2020-10-01 12:03:51";27086732;36,78;1,22;0;"2019-10-01";1039,28
"2020-09-20 05:05:34";27125810;41,74;0,54;9,08;"2020-09-01";50,82
"2020-09-20 05:05:34";27072675;6,83;0,11;3,17;"2020-09-01";10,1
"2020-09-23 16:56:04";27147644;52,03;0;0;"2020-09-16";52,03
"2020-10-02 13:25:30";27094025;5,76;1,19;251,45;"2020-09-01";709,26
"2020-10-02 13:25:30";27094025;310,06;0,06;141,99;"2020-09-01";709,26
"2020-09-23 17:33:18";27094026;0;0;69,59;"2020-09-01";69,59
"2020-09-17 05:05:32";27142455;123,2;0;0;"2020-08-22";61,6
"2020-09-11 05:05:31";27126410;90,06;-34,55;3,14;"2020-09-01";93,2
"2020-10-01 10:10:32";27126208;400;0;0;"2020-07-07";863,25
"2020-09-24 11:05:27";27146466;283,89;0;0;"2020-09-01";283,89
"2020-10-01 12:03:51";27144260;58,99;0;0;"2020-08-14";58,99
"2020-09-18 10:32:14";27126615;5;0,2;7,13;"2020-07-29";79,92
"2020-10-01 12:03:51";27073268;0;0;42,46;"2020-09-01";42,46
"2020-09-17 13:11:21";27095213;53,42;0;0;"2020-09-02";53,42
"2020-09-12 05:05:32";27095213;104,99;0;0;"2020-09-02";53,42
"2020-09-17 13:11:21";27094029;13,53;0;0;"2020-09-05";13,53
"2020-09-12 05:05:32";27095021;100;0;0;"2020-09-02";100
"2020-09-03 05:05:05";27038110;41,81;0;0;"2020-08-04";41,81
"2020-09-23 16:56:04";27072280;0;0;32,21;"2020-09-01";32,21
"2020-10-01 12:03:51";27125807;70,05;-34,48;33,78;"2020-09-01";103,83
"2020-10-01 12:03:51";27125009;100,89;-33,67;81,18;"2020-09-01";182,07
"2020-09-18 10:32:14";27095214;15,73;0;0;"2020-04-01";15,73
"2020-10-01 12:03:51";27095626;45,95;0;0;"2020-09-06";45,95
"2020-10-01 10:10:32";27124208;210;0;0;"2020-08-07";19,82
"2020-09-23 16:56:04";27146757;159,02;0;0;"2020-09-15";159,02
"2020-10-02 13:25:30";27158291;98,62;0,38;51,38;"2020-09-25";150,38
"2020-09-12 05:05:32";27130793;231,19;87,99;11,82;"2020-09-06";331
"2020-09-27 05:05:30";27124414;25,1;3,07;15,06;"2020-03-01";837,64
"2020-09-27 05:05:30";27124414;26,43;4,02;15,05;"2020-03-01";837,64
"2020-09-27 05:05:30";27124414;26,46;6,67;17,68;"2020-03-01";837,64
"2020-09-27 05:05:30";27124414;26,76;5;16,06;"2020-03-01";837,64
"2020-10-02 13:25:30";27095428;282,97;103,61;11,78;"2020-09-03";398,36
"2020-09-23 16:56:04";26996621;388,97;141,69;21,27;"2020-06-14";1628,18
"2020-09-23 16:56:04";26996621;390,26;133,04;19,98;"2020-06-14";1628,18
"2020-09-23 16:56:04";26996621;391,57;124,4;18,67;"2020-06-14";1628,18
"2020-09-27 05:05:30";27156673;162,37;73,1;11,74;"2020-09-23";210,91
"2020-09-24 11:05:27";27095422;293,2;0;0;"2020-09-03";293,2
"2020-09-17 05:05:32";27095023;372,19;128,61;26,95;"2020-09-06";527,75
"2020-09-17 13:11:21";27094821;88,23;0;0;"2020-08-05";88,23
"2020-09-18 10:32:14";27095024;159,84;78,74;7,48;"2020-09-06";246,06
"2020-09-27 05:05:30";27095025;87,67;0;0;"2020-07-01";368,37
"2020-09-17 13:11:21";27094822;575,75;177,71;48,65;"2020-09-06";802,11
"2020-10-01 12:03:51";27031822;157,56;83,5;15,92;"2020-07-20";510,3
"2020-09-18 10:32:14";27031822;156,98;85,85;16,5;"2020-07-20";255,68
"2020-09-18 10:32:14";27094232;49,38;0;0;"2020-04-01";49,38
"2020-09-24 11:05:27";27139545;369,73;0;0;"2020-09-09";369,73
"2020-10-02 13:25:30";27125201;136,24;0;0;"2019-01-24";136,24
"2020-10-01 10:10:32";27158150;112,01;66,98;3,79;"2020-09-25";140,12
"2020-09-12 05:05:32";27124417;193,1;0;0;"2016-07-31";193,1
"2020-09-17 05:05:32";27097028;2,11;0;0;"2020-07-25";120,47
"2020-09-17 05:05:32";27097028;6,94;0;0;"2020-07-25";120,47
"2020-09-17 05:05:32";27097028;6,94;0;0;"2020-07-25";120,47
"2020-09-17 05:05:32";27097028;31,71;0,3;2,45;"2020-07-25";120,47
"2020-09-17 05:05:32";27097028;61,13;5,92;3,03;"2020-07-25";120,47
"2020-09-06 05:05:04";27052358;72,26;0,19;93,29;"2020-09-01";165,55
"2020-10-02 13:25:30";27126419;200;0;0;"2019-04-01";1370,86
"2020-09-11 05:05:31";27126016;30,3;0;0;"2018-01-23";30,3
"2020-09-24 11:05:27";27095427;172,42;0;0;"2020-09-07";172,42
"2020-09-06 05:05:04";27054119;215,11;53,88;39,79;"2020-09-02";308,43
"2020-09-17 05:05:32";27140210;0,95;0;0;"2020-09-09";0,95
"2020-10-01 12:03:51";27085256;655,32;0;0;"2020-06-03";655,32
"2020-09-17 05:05:32";27083979;35,29;0;0;"2020-07-06";35,29
"2020-09-14 17:47:18";27083979;109;0;0;"2020-07-06";257,99
"2020-09-11 05:05:31";27083979;211,2;0;0;"2020-07-06";366,99
"2020-09-24 11:05:27";27086461;104,74;2,24;58,07;"2020-09-01";164,95
"2020-09-26 05:05:34";27108939;74,11;0;0;"2020-08-29";74,11
"2020-09-26 05:05:34";27095623;3333,97;896,09;23,16;"2020-03-23";20773,58
"2020-09-20 05:05:34";27085019;100;0;0;"2019-06-17";1042,76
"2020-09-27 05:05:30";27027897;37,7;0;0;"2020-04-07";71,49
"2020-09-12 05:05:32";27084397;86,82;-34,61;0;"2020-09-01";86,82
"2020-09-20 05:05:34";27086465;284,53;13,82;5,97;"2019-11-01";304,32
"2020-10-01 12:03:51";27087110;61,94;-34,26;39,36;"2020-09-01";101,3
"2020-09-24 11:05:27";27144585;197,37;0;0;"2020-09-12";197,37
"2020-09-24 11:05:27";27032086;40;0;0;"2020-03-03";40
"2020-09-17 05:05:32";27095424;35;0;0;"2020-07-17";278,6
"2020-09-06 05:05:04";27052962;27,52;0,05;13,27;"2020-09-01";40,79
"2020-09-18 10:32:14";27146420;100;0;0;"2020-09-15";470
"2020-09-24 11:05:27";27144546;242,12;0;0;"2020-09-12";242,12
"2020-10-01 12:03:51";27086945;40,7;0,92;0;"2019-11-10";41,59
"2020-09-26 05:05:34";27152543;2,74;0;0;"2020-09-21";2,74
"2020-09-27 05:05:30";27086312;309,42;0;0;"2020-08-14";309,42
"2020-09-23 17:33:18";27086312;87,12;0;0;"2020-08-14";309,42
"2020-10-01 12:03:51";27142416;260,68;0;0;"2020-09-10";507,54
"2020-10-01 12:03:51";27142416;248,37;0;0;"2020-09-10";507,54
"2020-09-18 10:32:14";27084595;47,95;0,48;0;"2020-08-01";97,73
"2020-09-18 10:32:14";27084595;47,95;1,41;0;"2020-08-01";97,73
"2020-10-01 12:03:51";27095630;0;0;32,51;"2020-09-06";32,51
"2020-10-01 12:03:51";27087139;57,97;0,56;13,23;"2020-08-01";71,67
"2020-09-14 17:47:18";27094628;0,79;0;0;"2020-08-10";0,79
"2020-09-24 11:05:27";27095627;286,8;-14,85;29,63;"2020-09-06";316,43
"2020-09-17 13:11:21";27087134;597,29;-29,24;47,78;"2020-09-01";645,07
"2020-10-01 12:03:51";27109156;4,65;0;0;"2020-08-22";4,65
"2020-09-24 11:05:27";27052872;154,89;10,77;1,32;"2020-09-01";166,88
"2020-10-01 12:03:51";27083288;47,79;-15,03;0,97;"2020-09-01";48,76
"2020-09-06 05:05:04";27039976;39,56;0,02;0;"2020-08-26";39,57
"2020-10-01 12:03:51";27125208;1066,52;9,92;327,63;"2020-07-01";4198,11
"2020-10-01 12:03:51";27125208;1070,46;5,89;323,68;"2020-07-01";4198,11
"2020-10-01 12:03:51";27125208;1074,46;1,84;319,69;"2020-07-01";4198,11
"2020-09-17 05:05:32";27071113;169,42;8,67;0;"2020-09-01";1736,49
"2020-09-17 05:05:32";27071113;1559,48;0;0;"2020-09-01";1736,49
"2020-10-01 12:03:51";27125212;71,08;0;0;"2019-04-12";71,08
"2020-10-02 13:25:30";27126202;192,95;0;0;"2019-02-19";192,95
"2020-10-06 18:05:54";27124440;20,68;0,7;5,32;"2020-07-10";74,54
"2020-10-06 18:05:54";27124440;20,85;0,53;0,26;"2020-07-10";74,54
"2020-10-06 18:05:54";27124440;21,07;0,2;4,93;"2020-07-10";74,54
"2020-10-02 13:25:30";27125206;61,56;0;0;"2019-08-20";61,56
"2020-09-18 10:32:14";27146538;5;0,03;0,1;"2020-09-01";5,13
"2020-09-26 05:05:34";27037018;24,2;0;0;"2020-01-12";96,86
"2020-10-01 12:03:51";27154465;0;0,01;0,81;"2020-08-11";1,63
"2020-10-01 12:03:51";27154465;0;0;0,81;"2020-08-11";1,63
"2020-09-09 12:05:15";27052642;36,3;0;0;"2020-03-01";36,3
"2020-10-02 13:25:30";27071498;5;0,24;17,74;"2020-08-01";45,94
"2020-10-02 13:25:30";27071498;5;0,49;17,49;"2020-08-01";45,94
"2020-10-01 12:03:51";27131177;87,01;-17,89;49,66;"2020-09-01";136,67
"2020-10-01 12:03:51";27052420;126,48;1,25;72,38;"2020-09-01";200,11
"2020-10-02 13:25:30";27146540;5;0,28;49,13;"2020-09-15";54,41
"2020-10-01 10:10:32";27126459;18,91;0,07;0;"2020-09-01";18,91
"2020-09-24 11:05:27";27126459;31,22;0,36;4,97;"2020-09-01";18,91
"2020-09-24 11:05:27";27147975;101,35;0,34;20,03;"2020-09-17";121,38
"2020-09-24 11:05:27";27126012;18,24;0,26;0,34;"2020-07-01";123,3
"2020-09-24 11:05:27";27126012;47,91;2,74;2,09;"2020-07-01";123,3
"2020-09-24 11:05:27";27126012;48,74;1,72;1,26;"2020-07-01";123,3
"2020-09-24 11:05:27";27154444;10,34;0,32;44,8;"2020-09-18";87,45
"2020-10-01 12:03:51";27030646;117,6;-33,68;91,17;"2020-09-19";208,77
"2020-10-02 13:25:30";27125613;76,13;2,86;0;"2020-07-01";153,69
"2020-10-02 13:25:30";27126416;30;0;0;"2018-10-01";281,23
"2020-09-23 05:05:32";27147996;2,39;0;0;"2020-09-18";7,7
"2020-09-23 05:05:32";27147996;5,31;0;0;"2020-09-18";7,7
"2020-09-17 05:05:32";27123802;124,49;1,78;78,59;"2020-09-01";204,73
"2020-09-24 11:05:27";27038943;57,53;0,57;0,47;"2020-08-25";58,1
"2020-09-24 11:05:27";27072024;42,65;5,66;3,35;"2020-08-01";102,29
"2020-09-24 11:05:27";27072024;47,11;0,69;2,89;"2020-08-01";102,29
"2020-09-17 05:05:32";27081464;0;0;36,04;"2020-09-03";36,04
"2020-10-02 13:25:30";27158445;84,18;0,08;7,9;"2020-09-25";92,08
"2020-09-18 10:32:14";27126631;0;0,34;34,13;"2020-09-01";34,13
"2020-10-02 13:25:30";27124016;66;0;0;"2020-07-06";806,34
"2020-10-01 12:03:51";27124016;46,28;0;0;"2020-07-06";659,1
"2020-10-01 10:10:32";27124016;100;0;0;"2020-07-06";659,1
"2020-09-26 05:05:34";27124016;26;0;0;"2020-07-06";145,95
"2020-09-24 11:05:27";27124016;233;0;0;"2020-07-06";171,95
"2020-09-23 17:33:18";27124016;20;0;0;"2020-07-06";404,95
"2020-09-23 16:56:04";27124016;106;0;0;"2020-07-06";424,95
"2020-09-23 16:56:04";27124016;22;0;0;"2020-07-06";424,95
"2020-09-20 05:05:34";27124016;68;0;0;"2020-07-06";552,95
"2020-09-18 10:32:14";27124016;78;0;0;"2020-07-06";195,95
"2020-09-17 13:11:21";27124016;59,88;0;0;"2020-07-06";273,95
"2020-09-11 05:05:31";27124016;12;0;0;"2020-07-06";113,88
"2020-09-20 05:05:34";27126463;116,78;0;0;"2020-07-12";116,78
"2020-10-01 12:03:51";27123216;0;0;23,74;"2020-09-01";23,74
"2020-10-02 13:25:30";27081044;2,36;0;0;"2020-08-06";7,26
"2020-10-02 13:25:30";27081044;4,9;0;0;"2020-08-06";7,26
"2020-10-06 18:05:54";27083503;0,01;-35;0;"2020-09-05";0,01
"2020-10-06 18:05:54";27142430;0;0,2;26,96;"2020-09-10";26,96
"2020-10-01 12:03:51";27071227;12,47;-35;0;"2020-09-01";12,47
"2020-10-01 12:03:51";27140180;94,1;-34;0;"2020-09-09";94,1
"2020-09-27 05:05:30";27109487;500,88;-28,75;37,17;"2020-09-01";538,05
"2020-09-17 05:05:32";27131481;75,28;-33,58;9,16;"2020-08-18";85,01
